1.205388E2 6.27943E-4 1.00073 2.51614e-05
1.205592E2 6.28873E-4 1.00063 2.52717e-05
1.205796E2 6.29804E-4 1.00064 2.53578e-05
1.206001E2 6.30735E-4 1.00065 2.55014e-05
1.206205E2 6.31665E-4 1.00059 2.55302e-05
1.206410E2 6.32596E-4 1.00041 2.55713e-05
1.206614E2 6.33527E-4 1.00002 2.56502e-05
1.206818E2 6.34458E-4 0.99967 2.56697e-05
1.207023E2 6.35388E-4 0.999292 2.57115e-05
1.207227E2 6.36319E-4 0.998982 2.57355e-05
1.207431E2 6.37250E-4 0.999016 2.57413e-05
1.207636E2 6.38181E-4 0.999224 2.57722e-05
1.207840E2 6.39111E-4 0.999479 2.57917e-05
1.208044E2 6.40042E-4 0.999874 2.58124e-05
1.208249E2 6.40973E-4 1.00038 2.58396e-05
1.208453E2 6.41904E-4 1.00063 2.58527e-05
1.208657E2 6.42835E-4 1.00073 2.58655e-05
1.208862E2 6.43765E-4 1.00057 2.58667e-05
1.209066E2 6.44696E-4 1.00052 2.58842e-05
1.209270E2 6.45627E-4 1.00056 2.58944e-05
1.209475E2 6.46558E-4 1.00051 2.59105e-05
1.209679E2 6.47489E-4 1.00059 2.58937e-05
1.209883E2 6.48420E-4 1.00047 2.58488e-05
1.210088E2 6.49351E-4 1.00008 2.58223e-05
1.210292E2 6.50282E-4 0.999766 2.58395e-05
1.210496E2 6.51212E-4 0.999521 2.56579e-05
1.210701E2 6.52143E-4 0.99925 2.5812e-05
1.210905E2 6.53074E-4 0.999286 2.57785e-05
1.211109E2 6.54005E-4 0.999479 2.57565e-05
1.211314E2 6.54936E-4 0.999776 2.5722e-05
1.211518E2 6.55867E-4 1.00021 2.58087e-05
1.211723E2 6.56798E-4 1.00044 2.58072e-05
1.211927E2 6.57729E-4 1.00051 2.58908e-05
1.212131E2 6.58660E-4 1.00057 2.59565e-05
1.212336E2 6.59591E-4 1.00044 2.60036e-05
1.212540E2 6.60522E-4 1.0003 2.60239e-05
1.212744E2 6.61453E-4 1.0002 2.60222e-05
1.212949E2 6.62384E-4 1.00016 2.60016e-05
1.213153E2 6.63315E-4 1.0001 2.60557e-05
1.213357E2 6.64246E-4 0.999845 2.6042e-05
1.213562E2 6.65177E-4 0.999452 2.60554e-05
1.213766E2 6.66108E-4 0.999108 2.6028e-05
1.213970E2 6.67039E-4 0.999191 2.60192e-05
1.214175E2 6.67970E-4 0.998856 2.60362e-05
1.214379E2 6.68901E-4 0.998883 2.6009e-05
1.214583E2 6.69832E-4 0.999041 2.59924e-05
1.214788E2 6.70763E-4 0.99944 2.60046e-05
1.214992E2 6.71694E-4 0.999918 2.59831e-05
1.215196E2 6.72625E-4 1.00026 2.59811e-05
1.215401E2 6.73556E-4 1.00045 2.60155e-05
1.215605E2 6.74487E-4 1.00034 2.60257e-05
1.215809E2 6.75419E-4 1.00037 2.60271e-05
1.216014E2 6.76350E-4 1.00029 2.6015e-05
1.216218E2 6.77281E-4 1.00016 2.59831e-05
1.216422E2 6.78212E-4 1.0002 2.60316e-05
1.216627E2 6.79143E-4 1.00016 2.60003e-05
1.216831E2 6.80074E-4 0.999992 2.6017e-05
1.217035E2 6.81005E-4 0.999639 2.59882e-05
1.217240E2 6.81936E-4 0.999275 2.60252e-05
1.217444E2 6.82867E-4 0.998976 2.59638e-05
1.217649E2 6.83798E-4 0.999139 2.59772e-05
1.217853E2 6.84730E-4 0.99934 2.5938e-05
1.218057E2 6.85661E-4 0.999586 2.59672e-05
1.218262E2 6.86592E-4 1.00004 2.59777e-05
1.218466E2 6.87523E-4 1.00033 2.59712e-05
1.218670E2 6.88454E-4 1.00051 2.58194e-05
1.218875E2 6.89385E-4 1.0005 2.5944e-05
1.219079E2 6.90316E-4 1.0005 2.59347e-05
1.219283E2 6.91248E-4 1.00044 2.59049e-05
1.219488E2 6.92179E-4 1.00039 2.5899e-05
1.219692E2 6.93110E-4 1.0005 2.59672e-05
1.219896E2 6.94041E-4 1.00041 2.59397e-05
1.220101E2 6.94972E-4 1.00043 2.59102e-05
1.220305E2 6.95903E-4 1.00013 2.59956e-05
1.220509E2 6.96835E-4 0.9999 2.59693e-05
1.220714E2 6.97766E-4 0.999533 2.59409e-05
1.220918E2 6.98697E-4 0.999323 2.59714e-05
1.221122E2 6.99628E-4 0.999353 2.59554e-05
1.221327E2 7.00559E-4 0.999472 2.59213e-05
1.221531E2 7.01491E-4 0.999783 2.59226e-05
1.221735E2 7.02422E-4 1.00017 2.59541e-05
1.221940E2 7.03353E-4 1.00038 2.59974e-05
1.222144E2 7.04284E-4 1.00063 2.59597e-05
1.222348E2 7.05215E-4 1.00083 2.5994e-05
1.222553E2 7.06147E-4 1.00081 2.59798e-05
1.222757E2 7.07078E-4 1.00073 2.59797e-05
1.222961E2 7.08009E-4 1.00063 2.59722e-05
1.223166E2 7.08940E-4 1.00049 2.59854e-05
1.223370E2 7.09871E-4 1.00057 2.60137e-05
1.223575E2 7.10803E-4 1.00038 2.60424e-05
1.223779E2 7.11734E-4 1 2.60377e-05
1.223983E2 7.12665E-4 0.999702 2.60365e-05
1.224188E2 7.13596E-4 0.999325 2.60404e-05
1.224392E2 7.14528E-4 0.999159 2.60479e-05
1.224596E2 7.15459E-4 0.999091 2.60529e-05
1.224801E2 7.16390E-4 0.999429 2.60527e-05
